User_ID,Product_Category,Gender_F,Gender_M,Age,Occupation,City_Category_A,City_Category_B,City_Category_C,Stay_In_Current_City_Years,Marital_Status,Purchase
1000001,1,True,False,0,10,True,False,False,2,0,61604
1000001,2,True,False,0,10,True,False,False,2,0,12842
1000001,3,True,False,0,10,True,False,False,2,0,119859
1000001,4,True,False,0,10,True,False,False,2,0,5612
1000001,5,True,False,0,10,True,False,False,2,0,15749
1000001,6,True,False,0,10,True,False,False,2,0,16622
1000001,8,True,False,0,10,True,False,False,2,0,69542
1000001,12,True,False,0,10,True,False,False,2,0,4194
1000001,14,True,False,0,10,True,False,False,2,0,11011
1000001,16,True,False,0,10,True,False,False,2,0,16446
1000001,20,True,False,0,10,True,False,False,2,0,612
1000002,1,False,True,6,16,False,False,True,4,0,413669
1000002,2,False,True,6,16,False,False,True,4,0,15870
1000002,5,False,True,6,16,False,False,True,4,0,80490
1000002,6,False,True,6,16,False,False,True,4,0,89995
1000002,8,False,True,6,16,False,False,True,4,0,210329
1000002,20,False,True,6,16,False,False,True,4,0,119
1000003,1,False,True,2,15,True,False,False,3,0,228578
1000003,2,False,True,2,15,True,False,False,3,0,29054
1000003,3,False,True,2,15,True,False,False,3,0,10906
1000003,5,False,True,2,15,True,False,False,3,0,63426
1000003,8,False,True,2,15,True,False,False,3,0,5817
1000003,18,False,True,2,15,True,False,False,3,0,3854
1000004,1,False,True,4,7,False,True,False,2,1,205987
1000004,20,False,True,4,7,False,True,False,2,1,481
1000005,1,False,True,2,20,True,False,False,1,1,194401
1000005,2,False,True,2,20,True,False,False,1,1,26132
1000005,3,False,True,2,20,True,False,False,1,1,10851
1000005,4,False,True,2,20,True,False,False,1,1,7746
1000005,5,False,True,2,20,True,False,False,1,1,116424
1000005,6,False,True,2,20,True,False,False,1,1,65740
1000005,7,False,True,2,20,True,False,False,1,1,74954
1000005,8,False,True,2,20,True,False,False,1,1,260551
1000005,11,False,True,2,20,True,False,False,1,1,10548
1000005,14,False,True,2,20,True,False,False,1,1,11085
1000005,15,False,True,2,20,True,False,False,1,1,17374
1000005,16,False,True,2,20,True,False,False,1,1,25195
1000006,1,True,False,5,9,True,False,False,1,0,124139
1000006,2,True,False,5,9,True,False,False,1,0,35997
1000006,3,True,False,5,9,True,False,False,1,0,59314
1000006,4,True,False,5,9,True,False,False,1,0,12572
1000006,5,True,False,5,9,True,False,False,1,0,75925
1000006,6,True,False,5,9,True,False,False,1,0,8210
1000006,8,True,False,5,9,True,False,False,1,0,49548
1000006,12,True,False,5,9,True,False,False,1,0,4562
1000006,18,True,False,5,9,True,False,False,1,0,9183
1000006,20,True,False,5,9,True,False,False,1,0,480
1000007,1,False,True,3,1,False,True,False,1,1,220034
1000007,5,False,True,3,1,False,True,False,1,1,7012
1000007,11,False,True,3,1,False,True,False,1,1,7381
1000007,20,False,True,3,1,False,True,False,1,1,241
1000008,1,False,True,2,12,False,False,True,4,1,347350
1000008,2,False,True,2,12,False,False,True,4,1,15941
1000008,3,False,True,2,12,False,False,True,4,1,13265
1000008,5,False,True,2,12,False,False,True,4,1,45885
1000008,6,False,True,2,12,False,False,True,4,1,52148
1000008,8,False,True,2,12,False,False,True,4,1,321956
1000008,19,False,True,2,12,False,False,True,4,1,48
1000009,1,False,True,2,17,False,False,True,0,0,149573
1000009,3,False,True,2,17,False,False,True,0,0,53948
1000009,5,False,True,2,17,False,False,True,0,0,51137
1000009,6,False,True,2,17,False,False,True,0,0,118792
1000009,7,False,True,2,17,False,False,True,0,0,16874
1000009,8,False,True,2,17,False,False,True,0,0,157068
1000009,15,False,True,2,17,False,False,True,0,0,17387
1000009,16,False,True,2,17,False,False,True,0,0,29181
1000009,20,False,True,2,17,False,False,True,0,0,139
1000010,1,True,False,3,1,False,True,False,4,1,699315
1000010,2,True,False,3,1,False,True,False,4,1,257427
1000010,3,True,False,3,1,False,True,False,4,1,187285
1000010,4,True,False,3,1,False,True,False,4,1,17540
1000010,5,True,False,3,1,False,True,False,4,1,586826
1000010,6,True,False,3,1,False,True,False,4,1,24862
1000010,7,True,False,3,1,False,True,False,4,1,20957
1000010,8,True,False,3,1,False,True,False,4,1,331802
1000010,11,True,False,3,1,False,True,False,4,1,4574
1000010,12,True,False,3,1,False,True,False,4,1,10157
1000010,13,True,False,3,1,False,True,False,4,1,768
1000010,14,True,False,3,1,False,True,False,4,1,22840
1000010,17,True,False,3,1,False,True,False,4,1,5133
1000010,19,True,False,3,1,False,True,False,4,1,24
1000011,1,True,False,2,1,False,False,True,1,0,90210
1000011,2,True,False,2,1,False,False,True,1,0,20459
1000011,3,True,False,2,1,False,False,True,1,0,2663
1000011,4,True,False,2,1,False,False,True,1,0,2138
1000011,5,True,False,2,1,False,False,True,1,0,219676
1000011,6,True,False,2,1,False,False,True,1,0,60182
1000011,7,True,False,2,1,False,False,True,1,0,20944
1000011,8,True,False,2,1,False,False,True,1,0,111330
1000011,11,True,False,2,1,False,False,True,1,0,4556
1000011,16,True,False,2,1,False,False,True,1,0,24744
1000011,20,True,False,2,1,False,False,True,1,0,121
1000012,1,False,True,2,12,False,False,True,2,0,46368
1000012,2,False,True,2,12,False,False,True,2,0,12788
1000012,5,False,True,2,12,False,False,True,2,0,21101
1000012,6,False,True,2,12,False,False,True,2,0,16599
1000012,8,False,True,2,12,False,False,True,2,0,9696
1000012,10,False,True,2,12,False,False,True,2,0,14249
1000013,1,False,True,4,1,False,False,True,3,1,429518
1000013,2,False,True,4,1,False,False,True,3,1,216819
1000013,5,False,True,4,1,False,False,True,3,1,5464
1000013,6,False,True,4,1,False,False,True,3,1,32683
1000013,8,False,True,4,1,False,False,True,3,1,23437
1000013,11,False,True,4,1,False,False,True,3,1,6006
1000014,1,False,True,3,0,False,False,True,0,0,50202
1000014,5,False,True,3,0,False,False,True,0,0,15851
1000014,6,False,True,3,0,False,False,True,0,0,20312
1000014,8,False,True,3,0,False,False,True,0,0,28074
1000014,15,False,True,3,0,False,False,True,0,0,13190
1000015,1,False,True,2,7,True,False,False,1,0,406581
1000015,2,False,True,2,7,True,False,False,1,0,29142
1000015,3,False,True,2,7,True,False,False,1,0,10567
1000015,4,False,True,2,7,True,False,False,1,0,2164
1000015,5,False,True,2,7,True,False,False,1,0,171506
1000015,6,False,True,2,7,True,False,False,1,0,130589
1000015,8,False,True,2,7,True,False,False,1,0,201891
1000015,11,False,True,2,7,True,False,False,1,0,9242
1000015,13,False,True,2,7,True,False,False,1,0,2851
1000015,16,False,True,2,7,True,False,False,1,0,82591
1000015,20,False,True,2,7,True,False,False,1,0,604
1000016,1,True,False,3,0,False,False,True,0,1,55741
1000016,2,True,False,3,0,False,False,True,0,1,22926
1000016,5,True,False,3,0,False,False,True,0,1,56793
1000016,8,True,False,3,0,False,False,True,0,1,11891
1000016,11,True,False,3,0,False,False,True,0,1,3077
1000016,19,True,False,3,0,False,False,True,0,1,62
1000017,1,False,True,5,1,False,False,True,0,0,574203
1000017,2,False,True,5,1,False,False,True,0,0,94572
1000017,3,False,True,5,1,False,False,True,0,0,40649
1000017,4,False,True,5,1,False,False,True,0,0,3456
1000017,5,False,True,5,1,False,False,True,0,0,104919
1000017,6,False,True,5,1,False,False,True,0,0,139602
1000017,8,False,True,5,1,False,False,True,0,0,144832
1000017,9,False,True,5,1,False,False,True,0,0,22795
1000017,10,False,True,5,1,False,False,True,0,0,65590
1000017,11,False,True,5,1,False,False,True,0,0,45745
1000017,13,False,True,5,1,False,False,True,0,0,1521
1000017,15,False,True,5,1,False,False,True,0,0,187617
1000017,20,False,True,5,1,False,False,True,0,0,494
1000018,1,True,False,1,3,False,True,False,3,0,1038051
1000018,2,True,False,1,3,False,True,False,3,0,222112
1000018,3,True,False,1,3,False,True,False,3,0,239634
1000018,4,True,False,1,3,False,True,False,3,0,25198
1000018,5,True,False,1,3,False,True,False,3,0,110830
1000018,6,True,False,1,3,False,True,False,3,0,139345
1000018,8,True,False,1,3,False,True,False,3,0,184693
1000018,10,True,False,1,3,False,True,False,3,0,14015
1000018,16,True,False,1,3,False,True,False,3,0,4797
1000018,20,True,False,1,3,False,True,False,3,0,372
1000019,1,False,True,0,10,True,False,False,3,0,783638
1000019,2,False,True,0,10,True,False,False,3,0,33033
1000019,3,False,True,0,10,True,False,False,3,0,172926
1000019,4,False,True,0,10,True,False,False,3,0,2160
1000019,5,False,True,0,10,True,False,False,3,0,170573
1000019,6,False,True,0,10,True,False,False,3,0,16506
1000019,8,False,True,0,10,True,False,False,3,0,83845
1000019,9,False,True,0,10,True,False,False,3,0,13879
1000019,11,False,True,0,10,True,False,False,3,0,113398
1000019,13,False,True,0,10,True,False,False,3,0,771
1000019,15,False,True,0,10,True,False,False,3,0,30296
1000019,16,False,True,0,10,True,False,False,3,0,36913
1000019,20,False,True,0,10,True,False,False,3,0,131
1000020,1,False,True,2,14,True,False,False,0,0,166200
1000020,5,False,True,2,14,True,False,False,0,0,7039
1000020,15,False,True,2,14,True,False,False,0,0,12508
1000021,1,False,True,1,16,False,True,False,0,0,61507
1000021,2,False,True,1,16,False,True,False,0,0,25650
1000021,3,False,True,1,16,False,True,False,0,0,33041
1000021,5,False,True,1,16,False,True,False,0,0,1822
1000021,6,False,True,1,16,False,True,False,0,0,4724
1000021,20,False,True,1,16,False,True,False,0,0,355
1000022,1,False,True,1,15,True,False,False,4,0,636774
1000022,2,False,True,1,15,True,False,False,4,0,88243
1000022,3,False,True,1,15,True,False,False,4,0,16255
1000022,5,False,True,1,15,True,False,False,4,0,363869
1000022,6,False,True,1,15,True,False,False,4,0,40859
1000022,8,False,True,1,15,True,False,False,4,0,73748
1000022,10,False,True,1,15,True,False,False,4,0,18806
1000022,11,False,True,1,15,True,False,False,4,0,27514
1000022,13,False,True,1,15,True,False,False,4,0,568
1000022,16,False,True,1,15,True,False,False,4,0,13042
1000022,20,False,True,1,15,True,False,False,4,0,236
1000023,1,False,True,3,0,False,True,False,3,1,733683
1000023,2,False,True,3,0,False,True,False,3,1,137262
1000023,3,False,True,3,0,False,True,False,3,1,43964
1000023,4,False,True,3,0,False,True,False,3,1,8422
1000023,5,False,True,3,0,False,True,False,3,1,213633
1000023,6,False,True,3,0,False,True,False,3,1,199477
1000023,7,False,True,3,0,False,True,False,3,1,21035
1000023,8,False,True,3,0,False,True,False,3,1,88518
1000023,10,False,True,3,0,False,True,False,3,1,52516
1000023,11,False,True,3,0,False,True,False,3,1,51698
1000023,13,False,True,3,0,False,True,False,3,1,2291
1000023,15,False,True,3,0,False,True,False,3,1,63866
1000023,16,False,True,3,0,False,True,False,3,1,54633
1000024,1,True,False,2,7,True,False,False,3,1,267642
1000024,2,True,False,2,7,True,False,False,3,1,45435
1000024,3,True,False,2,7,True,False,False,3,1,10767
1000024,5,True,False,2,7,True,False,False,3,1,248168
1000024,6,True,False,2,7,True,False,False,3,1,20326
1000024,8,True,False,2,7,True,False,False,3,1,122571
1000024,11,True,False,2,7,True,False,False,3,1,5941
1000024,19,True,False,2,7,True,False,False,3,1,49
1000025,1,False,True,1,4,False,False,True,4,0,423038
1000025,2,False,True,1,4,False,False,True,4,0,22972
1000025,3,False,True,1,4,False,False,True,4,0,24817
1000025,5,False,True,1,4,False,False,True,4,0,37241
1000025,8,False,True,1,4,False,False,True,4,0,25588
1000025,13,False,True,1,4,False,False,True,4,0,559
1000025,20,False,True,1,4,False,False,True,4,0,491
1000026,1,False,True,2,7,False,True,False,2,1,523292
1000026,2,False,True,2,7,False,True,False,2,1,91148
1000026,3,False,True,2,7,False,True,False,2,1,51700
1000026,4,False,True,2,7,False,True,False,2,1,9449
1000026,5,False,True,2,7,False,True,False,2,1,501241
1000026,6,False,True,2,7,False,True,False,2,1,40977
1000026,8,False,True,2,7,False,True,False,2,1,304623
1000026,11,False,True,2,7,False,True,False,2,1,10704
1000026,12,False,True,2,7,False,True,False,2,1,1766
1000026,13,False,True,2,7,False,True,False,2,1,1135
1000026,15,False,True,2,7,False,True,False,2,1,12729
1000026,16,False,True,2,7,False,True,False,2,1,57410
1000027,1,False,True,2,11,False,False,True,1,1,61291
1000027,2,False,True,2,11,False,False,True,1,1,42666
1000027,3,False,True,2,11,False,False,True,1,1,16825
1000027,5,False,True,2,11,False,False,True,1,1,113687
1000027,6,False,True,2,11,False,False,True,1,1,56897
1000027,8,False,True,2,11,False,False,True,1,1,69017
1000027,10,False,True,2,11,False,False,True,1,1,83648
1000027,11,False,True,2,11,False,False,True,1,1,4531
1000027,20,False,True,2,11,False,False,True,1,1,372
1000028,1,True,False,2,1,False,False,True,2,1,139665
1000028,3,True,False,2,1,False,False,True,2,1,13670
1000028,4,True,False,2,1,False,False,True,2,1,2172
1000028,5,True,False,2,1,False,False,True,2,1,117681
1000028,6,True,False,2,1,False,False,True,2,1,60606
1000028,8,True,False,2,1,False,False,True,2,1,132286
1000028,10,True,False,2,1,False,False,True,2,1,23209
1000028,11,True,False,2,1,False,False,True,2,1,5949
1000028,13,True,False,2,1,False,False,True,2,1,1516
1000028,16,True,False,2,1,False,False,True,2,1,17483
1000028,18,True,False,2,1,False,False,True,2,1,2323
1000029,1,False,True,3,7,False,False,True,1,0,628922
1000029,2,False,True,3,7,False,False,True,1,0,13023
1000029,8,False,True,3,7,False,False,True,1,0,5976
1000029,10,False,True,3,7,False,False,True,1,0,14506
1000029,11,False,True,3,7,False,False,True,1,0,4522
1000029,15,False,True,3,7,False,False,True,1,0,29252
1000030,1,True,False,3,7,False,False,True,3,0,46024
1000030,2,True,False,3,7,False,False,True,3,0,13308
1000030,3,True,False,3,7,False,False,True,3,0,8036
1000030,4,True,False,3,7,False,False,True,3,0,3423
